,prices,market_caps,total_volumes,dates
1016,11426.105544220427,211576163357.66504,19556025069.397404,2020-10-14 00:00:00.000
1017,11435.57243757972,211756280001.1405,20441486195.023685,2020-10-15 00:00:00.000
1018,11495.584995733887,212878404236.874,20511481706.663586,2020-10-16 00:00:00.000
1019,11319.097785677623,209993205751.02322,20436703034.239178,2020-10-17 00:00:00.000
1020,11365.814131026178,210421523306.69058,15650920221.099894,2020-10-18 00:00:00.000
1021,11495.899975689872,212752326976.49207,15569792414.423223,2020-10-19 00:00:00.000
1022,11752.146863919786,217391050812.65872,18121468516.27194,2020-10-20 00:00:00.000
1023,11908.708923246453,220404884318.97812,21431994055.82887,2020-10-21 00:00:00.000
1024,12806.435726727443,236717318526.15692,29314287990.069,2020-10-22 00:00:00.000
1025,12951.044060038126,240257678153.83536,25070864646.764915,2020-10-23 00:00:00.000
1026,12928.072296348406,239590543523.72256,21379873277.585674,2020-10-24 00:00:00.000
1027,13106.04601925958,242785151288.07916,19302801174.758503,2020-10-25 00:00:00.000
1028,13021.410842124118,241326618198.73062,18998745579.318,2020-10-26 00:00:00.000
1029,13060.79221208406,242141178089.60794,21507619985.694366,2020-10-27 00:00:00.000
1030,13655.185415883081,253004886697.36078,23918511528.069115,2020-10-28 00:00:00.000
1031,13282.999348292438,245661872194.44214,26825856788.112816,2020-10-29 00:00:00.000
1032,13441.878496031612,249545455596.3296,22860841953.831577,2020-10-30 00:00:00.000
1033,13537.174271524887,250845436637.92026,23482756915.113663,2020-10-31 00:00:00.000
1034,13778.637638352931,255329261020.6163,22691200479.405403,2020-11-01 00:00:00.000
1035,13720.361465146289,254260250527.50497,19771957707.937115,2020-11-02 00:00:00.000
1036,13558.361795524168,251266177558.48047,22630851230.49477,2020-11-03 00:00:00.000
1037,13989.976358180447,259277183164.55063,22602862338.46403,2020-11-04 00:00:00.000
1038,14101.716050813722,261103557610.74826,25857225138.46526,2020-11-05 00:00:00.000
1039,15553.331701081443,288118007577.42645,36313255719.023285,2020-11-06 00:00:00.000
1040,15548.312145063144,288563189165.38806,34523587704.57108,2020-11-07 00:00:00.000
1041,14818.45891122149,274687727889.983,30369855794.73288,2020-11-08 00:00:00.000
1042,15496.316149147417,287116472704.3936,24082570971.891495,2020-11-09 00:00:00.000
1043,15335.342198178862,284292217075.7686,29501754042.78257,2020-11-10 00:00:00.000
1044,15278.70965979927,283242342238.5137,21918753732.66584,2020-11-11 00:00:00.000
1045,15686.905986213233,291215273242.1888,23990613793.268227,2020-11-12 00:00:00.000
1046,16265.149252483357,301529322417.4614,28001128791.211353,2020-11-13 00:00:00.000
1047,16326.81487507908,302672502422.09,24826304419.55837,2020-11-14 00:00:00.000
1048,16095.561510630652,298290647831.24426,22096608221.167004,2020-11-15 00:00:00.000
1049,15984.673784156614,296277008765.18964,19184714602.510406,2020-11-16 00:00:00.000
1050,16714.40386322188,309857769717.0289,24606359052.384533,2020-11-17 00:00:00.000
1051,17651.82042768171,327448838765.29767,31572384445.72333,2020-11-18 00:00:00.000
1052,17829.934958345126,330792375072.03064,40089857655.31074,2020-11-19 00:00:00.000
1053,17819.75743096837,330526082018.5286,30586797551.711708,2020-11-20 00:00:00.000
1054,18628.813489036198,345552251091.15924,28731271104.013725,2020-11-21 00:00:00.000
1055,18689.528655825852,346623937352.1668,31201880851.778336,2020-11-22 00:00:00.000
1056,18390.61184379203,342078349285.0962,33010231293.95878,2020-11-23 00:00:00.000
1057,18360.693300385865,340635146714.39825,33389683851.4282,2020-11-24 00:00:00.000
1058,19091.524181728702,354209935573.8031,49429532567.3455,2020-11-25 00:00:00.000
1059,18753.288921684914,348158099247.1633,32146102840.277466,2020-11-26 00:00:00.000
1060,17138.029512395206,317999016791.45123,48738957776.520256,2020-11-27 00:00:00.000
1061,17140.27555252362,318057301370.37897,30680336583.342796,2020-11-28 00:00:00.000
1062,17718.972832629497,328812520405.74207,24501260966.046284,2020-11-29 00:00:00.000
1063,18169.95420978285,336495192223.0139,23940328528.71234,2020-11-30 00:00:00.000
1064,19609.52143957559,363927715778.6875,36160827241.441734,2020-12-01 00:00:00.000
1065,18857.417371118165,349587593227.14185,38614628143.57325,2020-12-02 00:00:00.000
1066,19208.398191994624,356517705143.29443,28923102074.82652,2020-12-03 00:00:00.000
1067,19435.20484740911,360661550057.2975,24342606870.708958,2020-12-04 00:00:00.000
1068,18711.226549886927,347850442856.6359,26369871383.262005,2020-12-05 00:00:00.000
1069,19139.111575237486,355244908734.6481,23333284386.26552,2020-12-06 00:00:00.000
1070,19325.55411859109,358762118305.1145,21832193872.698597,2020-12-07 00:00:00.000
1071,19198.806493935343,356587934226.10187,22034483383.94943,2020-12-08 00:00:00.000
1072,18336.514581297808,340435142947.90857,26799991795.55794,2020-12-09 00:00:00.000
1073,18564.986455688137,344693077429.9694,29806757748.847992,2020-12-10 00:00:00.000
1074,18262.058384653155,339714540194.3479,24092658533.60422,2020-12-11 00:00:00.000
1075,18058.027339569555,335310805699.2893,26080197328.252396,2020-12-12 00:00:00.000
1076,18807.09540322016,349235537025.78625,21918803313.730873,2020-12-13 00:00:00.000
1077,19151.13442340493,355642790361.31714,23550581096.074562,2020-12-14 00:00:00.000
1078,19259.97047153096,357681110300.36426,21638023119.81534,2020-12-15 00:00:00.000
1079,19432.362456862407,360542942204.959,24173322660.107285,2020-12-16 00:00:00.000
1080,21317.66213678684,396179736655.63983,39062639738.04841,2020-12-17 00:00:00.000
1081,22805.65580598891,423587689809.2768,60693764158.56218,2020-12-18 00:00:00.000
1082,23120.57055156752,429459534590.4159,37000188847.409645,2020-12-19 00:00:00.000
1083,23863.85484171969,443289431125.4617,35252972899.69343,2020-12-20 00:00:00.000
1084,23518.31842054723,436893169132.7113,32907758817.840942,2020-12-21 00:00:00.000
1085,22840.991707188354,424329939581.7774,38423396405.393135,2020-12-22 00:00:00.000
1086,23794.79330262859,441752551013.19135,38733771616.273865,2020-12-23 00:00:00.000
1087,23308.12723217715,433051601800.69293,42917744239.8244,2020-12-24 00:00:00.000
1088,23760.287048542956,441614502954.16315,36826373658.97133,2020-12-25 00:00:00.000
1089,24671.107714415415,458416319552.32434,36622874229.82892,2020-12-26 00:00:00.000
1090,26476.130137019492,491978602969.93176,41995154622.74047,2020-12-27 00:00:00.000
1091,26423.22879190229,493427450341.26013,56654980595.93094,2020-12-28 00:00:00.000
1092,27125.384120651503,503712223153.6673,42186521237.4668,2020-12-29 00:00:00.000
1093,27424.538954606684,509680257177.0481,38081840205.60215,2020-12-30 00:00:00.000
1094,28837.28852895899,535967306917.84125,43341140482.282166,2020-12-31 00:00:00.000
1095,29022.41839530417,539438036435.6701,43503516563.294876,2021-01-01 00:00:00.000
1096,29352.12679194895,545593282215.2498,34089717988.090446,2021-01-02 00:00:00.000
1097,32163.824935335215,597887713053.5825,57273436641.22308,2021-01-03 00:00:00.000
1098,33008.226203489285,613616917625.6967,178894068361.35312,2021-01-04 00:00:00.000
1099,31515.575966658354,585726270248.7891,74657165356.22716,2021-01-05 00:00:00.000
1100,34082.20604904424,633651671519.3958,67420500715.520256,2021-01-06 00:00:00.000
1101,36933.520137309126,682743683563.0741,71027195897.95125,2021-01-07 00:00:00.000
1102,39547.08408135567,735339707368.3339,78642959829.4919,2021-01-08 00:00:00.000
1103,40815.96185478254,758971014787.3597,82846468856.35208,2021-01-09 00:00:00.000
1104,40296.5290038294,749347201462.6359,55921808671.54423,2021-01-10 00:00:00.000
1105,38397.895985418174,714078952009.0243,73381123612.69325,2021-01-11 00:00:00.000
1106,35669.90668663349,663380898829.0051,111691569520.10521,2021-01-12 00:00:00.000
1107,33938.33587810088,629751630408.4126,68954134557.3671,2021-01-13 00:00:00.000
1108,37456.00772548642,696668634091.3435,65278944793.97605,2021-01-14 00:00:00.000
1109,39232.74997140346,729751433670.0881,57519444621.68669,2021-01-15 00:00:00.000
1110,36787.52121668496,684304915288.2261,63450740093.03335,2021-01-16 00:00:00.000
1111,36254.713079410845,674660879866.02,55054325262.44017,2021-01-17 00:00:00.000
1112,35804.263885674685,672291934493.4396,50749258739.19448,2021-01-18 00:00:00.000
1113,36595.4647692826,682647247200.097,46769030146.76761,2021-01-19 00:00:00.000
1114,36104.86385775514,671734819189.1033,51736994549.005974,2021-01-20 00:00:00.000
1115,35587.489202735545,662434464441.264,58406615612.06859,2021-01-21 00:00:00.000
1116,30913.695736053804,575205510268.1292,69415314297.66626,2021-01-22 00:00:00.000
1117,32957.908782655926,613271077002.4795,69549742252.37038,2021-01-23 00:00:00.000
1118,32068.08737440817,596744391345.3533,43575409684.64115,2021-01-24 00:00:00.000
1119,32273.51735032927,600595408892.1986,42810544126.17814,2021-01-25 00:00:00.000
1120,32375.320062981456,602517850752.0305,50410553261.414444,2021-01-26 00:00:00.000
1121,32582.10944502123,606573549809.8268,48489676580.41073,2021-01-27 00:00:00.000
1122,30445.52586511351,566661443732.4073,51514291052.43235,2021-01-28 00:00:00.000
1123,33128.34752861149,616625386428.2396,51075972572.459564,2021-01-29 00:00:00.000
1124,34150.81876737221,635688668063.594,97468515525.42249,2021-01-30 00:00:00.000
1125,34199.51981036302,636624676861.2642,52001249491.10806,2021-01-31 00:00:00.000
1126,33064.78676701507,615013848827.3505,42488649643.23183,2021-02-01 00:00:00.000
1127,33405.99035714327,621908231690.1377,49268860242.66622,2021-02-02 00:00:00.000
1128,35485.98593382442,660664104637.4851,50730704376.60918,2021-02-03 00:00:00.000
1129,37494.71762460426,695794870715.5251,49762137494.206696,2021-02-04 00:00:00.000
1130,36816.50808203406,686453802173.3838,54494811707.23047,2021-02-05 00:00:00.000
1131,38007.83222908396,706320162928.6615,47446256481.71452,2021-02-06 00:00:00.000
1132,39279.41286897885,732453192636.7231,57076868562.48764,2021-02-07 00:00:00.000
1133,38833.34026455532,723434796637.7434,53802559038.8092,2021-02-08 00:00:00.000
1134,46307.57412159395,862413737410.9171,86994225365.2278,2021-02-09 00:00:00.000
1135,46569.56483,867164581003.3563,78828431117.05534,2021-02-10 00:00:00.000
1136,44848.69344950499,839561451461.0575,70000356395.81508,2021-02-11 00:00:00.000
1137,47815.96175554316,890629045243.5952,66187179918.887886,2021-02-12 00:00:00.000
1138,47414.1862550079,880620921496.0787,61942185128.99905,2021-02-13 00:00:00.000
1139,46941.29208582354,874425017687.0778,55312381649.33813,2021-02-14 00:00:00.000
1140,48607.8745224845,905515462576.995,57738376570.131905,2021-02-15 00:00:00.000
1141,47898.487027633135,892345220938.2782,61061855793.76279,2021-02-16 00:00:00.000
1142,49238.13690672487,917339726314.6964,64141133353.975624,2021-02-17 00:00:00.000
1143,52143.6788446198,971516568847.578,68478739131.4286,2021-02-18 00:00:00.000
1144,51733.075539032034,963911356673.4604,58486508605.55778,2021-02-19 00:00:00.000
1145,56038.72775892988,1044189900351.5892,71397235196.83829,2021-02-20 00:00:00.000
1146,56377.63347790987,1050555931433.1447,77351787996.10461,2021-02-21 00:00:00.000
1147,57669.3035269179,1075380337357.9143,61223272210.96276,2021-02-22 00:00:00.000
1148,54410.85629451601,1012091985973.4642,101532021847.06647,2021-02-23 00:00:00.000
1149,48691.894831704405,904133801444.5278,116689607925.81473,2021-02-24 00:00:00.000
1150,49849.378713583144,929081504353.552,73140585468.96529,2021-02-25 00:00:00.000
1151,46992.665450048495,875883932252.4404,60355381275.54549,2021-02-26 00:00:00.000
1152,46551.48747675472,869070614247.8623,74357197463.7094,2021-02-27 00:00:00.000
1153,46653.52639939581,869649724200.5775,50989764248.82767,2021-02-28 00:00:00.000
1154,44970.163459946736,838307614585.1935,59679588927.08056,2021-03-01 00:00:00.000
1155,49787.33995949672,928146793676.4287,63218569171.598305,2021-03-02 00:00:00.000
1156,48532.23678981703,905413239164.9064,53499537416.816475,2021-03-03 00:00:00.000
1157,50577.45746915202,942969910364.1804,59212268141.16633,2021-03-04 00:00:00.000
1158,48727.45120080115,908517236707.5374,60749587836.169136,2021-03-05 00:00:00.000
1159,49091.81488232977,911379300053.3455,56568112294.26829,2021-03-06 00:00:00.000
1160,49019.36859236582,916504852500.393,41478786533.38212,2021-03-07 00:00:00.000
1161,51313.09262027362,955040794770.1399,46146324828.48082,2021-03-08 00:00:00.000
1162,52328.5359126325,974195000547.444,53568946625.62234,2021-03-09 00:00:00.000
1163,54700.273439277444,1018978819157.4177,57418251743.06042,2021-03-10 00:00:00.000
1164,56020.4877195857,1044805904677.5541,63560545036.79726,2021-03-11 00:00:00.000
1165,57788.86810329514,1077836070933.286,64605228617.76096,2021-03-12 00:00:00.000
1166,57353.86147197248,1069776383193.8628,59984971691.807,2021-03-13 00:00:00.000
1167,61315.197932766816,1145191373521.5942,67332756651.27568,2021-03-14 00:00:00.000
1168,59428.967566027764,1111684638819.0723,48104078384.27405,2021-03-15 00:00:00.000
1169,55805.32924923426,1049197142851.5631,70594488699.70683,2021-03-16 00:00:00.000
1170,56830.253335076224,1060221966894.7418,63219904254.35453,2021-03-17 00:00:00.000
1171,59014.92563205099,1101028543248.462,63368268626.27834,2021-03-18 00:00:00.000
1172,57922.40959262911,1081065767945.8683,58387006275.72827,2021-03-19 00:00:00.000
1173,58243.27060892363,1086741150606.8165,51948388930.75819,2021-03-20 00:00:00.000
1174,58376.15847137206,1090022321077.5006,54549112635.671715,2021-03-21 00:00:00.000
1175,57573.539344778685,1074356788297.177,55664123837.602554,2021-03-22 00:00:00.000
1176,54370.137557895185,1020641820438.662,62001716794.84347,2021-03-23 00:00:00.000
1177,54584.86994699455,1017637245492.0177,60383378707.04851,2021-03-24 00:00:00.000
1178,52526.86659704657,982797427007.2565,73029051195.05199,2021-03-25 00:00:00.000
1179,51416.908304980054,959155260366.7408,63401640502.561295,2021-03-26 00:00:00.000
1180,55033.100480447036,1027209990794.8939,55442557956.15464,2021-03-27 00:00:00.000
1181,55832.418109618324,1042184275332.6417,47285749218.66506,2021-03-28 00:00:00.000
1182,55728.10132780653,1039333584621.1438,49315845081.42435,2021-03-29 00:00:00.000
1183,57634.92869447539,1075942162536.995,57387039705.47129,2021-03-30 00:00:00.000
1184,58668.628336761,1095293012032.8433,52387542500.621956,2021-03-31 00:00:00.000
1185,58817.3738884188,1098127310946.8978,57495844477.9185,2021-04-01 00:00:00.000
1186,58801.194843878126,1098583823874.2307,54320681400.56781,2021-04-02 00:00:00.000
1187,59060.02678333801,1103133931136.5508,52224918752.08043,2021-04-03 00:00:00.000
1188,57060.40665471088,1067101827372.9529,52067853987.600494,2021-04-04 00:00:00.000
1189,58228.802623466196,1087344280109.6896,46156767978.177345,2021-04-05 00:00:00.000
1190,58706.81559311396,1096202611389.9541,54670173277.08731,2021-04-06 00:00:00.000
1191,58062.17872433649,1084341670320.8142,61497704158.13829,2021-04-07 00:00:00.000
1192,56134.41738866435,1050759681844.6099,67617613532.43307,2021-04-08 00:00:00.000
1193,58065.644024815316,1083362883828.1199,48714359354.07226,2021-04-09 00:00:00.000
1194,58152.993262141834,1085794662404.731,45880879041.76103,2021-04-10 00:00:00.000
1195,59979.39281571831,1116221525334.3267,61788197398.73793,2021-04-11 00:00:00.000
1196,59988.02095852983,1120606689450.4702,46792500386.96501,2021-04-12 00:00:00.000
1197,59911.020594847316,1118532902101.5269,55994558888.5224,2021-04-13 00:00:00.000
1198,63576.676041048275,1187737045885.1743,71993120011.18321,2021-04-14 00:00:00.000
1199,62807.12323259299,1173412921929.8884,80157135507.58896,2021-04-15 00:00:00.000
1200,63179.772446084695,1179561609816.9358,60495376851.28074,2021-04-16 00:00:00.000
1201,61497.299569441195,1149602869702.2644,86260673269.76614,2021-04-17 00:00:00.000
1202,60273.86667694734,1125592412523.221,63808212132.53643,2021-04-18 00:00:00.000
1203,56288.94534001195,1053618163309.5769,102065957642.22952,2021-04-19 00:00:00.000
1204,55721.166052695626,1043148020633.034,66156275209.79711,2021-04-20 00:00:00.000
1205,56294.728558586925,1055145534127.332,68166802215.759544,2021-04-21 00:00:00.000
1206,54190.07026283405,1012699264345.6595,56115370322.140594,2021-04-22 00:00:00.000
1207,51965.5664304852,971174701492.849,77897442831.71704,2021-04-23 00:00:00.000
1208,51191.1246964079,956744203682.2198,91138220375.4599,2021-04-24 00:00:00.000
1209,50133.1073963654,937014999515.3855,49296256745.65119,2021-04-25 00:00:00.000
1210,48981.4413932161,915533819859.1393,46233432154.225266,2021-04-26 00:00:00.000
1211,53978.80554728962,1008389773189.793,60226926859.91649,2021-04-27 00:00:00.000
1212,54991.81484262107,1027617870421.6592,48468560013.13787,2021-04-28 00:00:00.000
1213,54810.6138506792,1024625833392.2412,48072930663.01449,2021-04-29 00:00:00.000
1214,53596.70402266675,1001973605935.3958,46958036373.360306,2021-04-30 00:00:00.000
1215,57828.511814425874,1082721727348.0433,53879045974.4321,2021-05-01 00:00:00.000
1216,57812.96915967891,1080897634123.2937,43967070045.82312,2021-05-02 00:00:00.000
1217,56600.74528738432,1057850321948.5465,39072664393.929405,2021-05-03 00:00:00.000
1218,57200.30029871162,1069571255195.5189,54132470274.07509,2021-05-04 00:00:00.000
1219,53464.37021950372,999775008412.3738,71296763919.13268,2021-05-05 00:00:00.000
1220,57432.100227087576,1070969079353.5304,72158368257.54709,2021-05-06 00:00:00.000
1221,56507.759439869595,1056801053574.5111,87510802710.77629,2021-05-07 00:00:00.000
1222,57361.56904328887,1072831991777.4056,68154805947.0942,2021-05-08 00:00:00.000
1223,58771.881689509355,1099271802311.4957,66812167538.22713,2021-05-09 00:00:00.000
1224,58213.926293744385,1088903483393.3053,67906284080.6139,2021-05-10 00:00:00.000
1225,55901.66759456145,1045714370754.1615,76672978747.69038,2021-05-11 00:00:00.000
1226,56928.97235660158,1064993057463.8884,67726708140.565094,2021-05-12 00:00:00.000
1227,50004.76218313686,935512493150.826,75523928654.34041,2021-05-13 00:00:00.000
1228,49972.795398372444,934964766185.9642,104203551167.93765,2021-05-14 00:00:00.000
1229,49913.26314398822,935962705739.4398,56820196964.51265,2021-05-15 00:00:00.000
1230,46780.902304688214,875321252276.1078,62896879696.14898,2021-05-16 00:00:00.000
1231,46585.06413538846,871695620615.745,70636455913.96016,2021-05-17 00:00:00.000
1232,43780.82559782485,819256623328.7307,84054878923.85199,2021-05-18 00:00:00.000
1233,43091.04144756922,800545278567.6873,65037066859.11668,2021-05-19 00:00:00.000
1234,37287.39140242737,697785056487.6051,141151477374.61298,2021-05-20 00:00:00.000
1235,40437.73009625558,759679496751.2783,95001812130.50996,2021-05-21 00:00:00.000
1236,37339.63420134628,698762712553.7339,88706010988.29123,2021-05-22 00:00:00.000
1237,37520.31767547438,702143968883.5249,61178935273.653305,2021-05-23 00:00:00.000
1238,34977.527801962424,654558962027.5841,84358034875.51308,2021-05-24 00:00:00.000
1239,38642.4422973396,723143072419.7241,71163197727.3351,2021-05-25 00:00:00.000
1240,38210.80521759389,715248689989.8947,48724794157.985054,2021-05-26 00:00:00.000
1241,39406.934244116186,737668726732.3829,47026386118.47242,2021-05-27 00:00:00.000
1242,38642.89555434217,723137484747.1467,40836817155.71973,2021-05-28 00:00:00.000
1243,35710.220936529884,668521654364.6696,49991590067.73797,2021-05-29 00:00:00.000
1244,34775.07941347281,654239808356.6592,43184025044.772804,2021-05-30 00:00:00.000
1245,35714.75202018067,668664301773.5417,30650274657.695255,2021-05-31 00:00:00.000
1246,37340.6792659422,699138611681.2975,37950798680.48171,2021-06-01 00:00:00.000
1247,36680.06820180283,688726381047.1788,33536905027.710236,2021-06-02 00:00:00.000
1248,37685.71798174826,704531333543.3906,31240691604.199257,2021-06-03 00:00:00.000
1249,39151.316183800314,733150718114.4554,33396718844.557133,2021-06-04 00:00:00.000
1250,36938.72031139185,691747462828.3618,39345490149.31464,2021-06-05 00:00:00.000
1251,35546.98596483364,662913486273.3402,34068172835.766655,2021-06-06 00:00:00.000
1252,35834.4744744042,671131079523.7289,27689283070.836933,2021-06-07 00:00:00.000
1253,33451.38340714534,626527049947.8439,33345528753.340153,2021-06-08 00:00:00.000
1254,33557.15068309184,629018966290.4011,46727462986.366455,2021-06-09 00:00:00.000
1255,37553.64375851888,705292677171.4633,54511387836.11497,2021-06-10 00:00:00.000
1256,36903.304906778896,691681868464.4717,42952476854.83458,2021-06-11 00:00:00.000
1257,37289.43252210222,698528023663.5321,36358044262.709755,2021-06-12 00:00:00.000
1258,35666.14977877309,668148892256.3638,35710196743.32056,2021-06-13 00:00:00.000
1259,39147.70567879997,733402631079.1185,38185633278.287155,2021-06-14 00:00:00.000
1260,40624.51305316154,761104314502.2867,45836408439.45157,2021-06-15 00:00:00.000
1261,40378.20254971114,756522207420.3483,36706248352.237144,2021-06-16 00:00:00.000
1262,38321.454656574206,718016373177.285,36563438889.78541,2021-06-17 00:00:00.000
1263,38193.619141943964,715652442155.1261,36330237284.41833,2021-06-18 00:00:00.000
1264,35881.11137137543,673761687974.4922,35162612172.75275,2021-06-19 00:00:00.000
1265,35581.64226773201,666901325910.3705,28858979691.78587,2021-06-20 00:00:00.000
1266,35787.07740523232,670634370556.6146,35609127163.62243,2021-06-21 00:00:00.000
1267,31711.935467727006,598335733135.868,51873870276.52254,2021-06-22 00:00:00.000
1268,32507.738707026845,606580031922.7239,57443014757.92467,2021-06-23 00:00:00.000
1269,33702.61779371396,631634847766.2311,39798236962.44067,2021-06-24 00:00:00.000
1270,34675.44910530336,650340461975.8141,31862051544.349895,2021-06-25 00:00:00.000
1271,31943.136467863093,598703019611.4526,38635245431.3565,2021-06-26 00:00:00.000
1272,32023.973901774916,600235334320.8247,36873109419.90242,2021-06-27 00:00:00.000
1273,34607.293274083386,649262127990.3759,34335452117.32629,2021-06-28 00:00:00.000
1274,34556.8421269449,647741224116.9337,32453802891.01519,2021-06-29 00:00:00.000
1275,35968.993667970346,674231340724.4149,35121257875.54662,2021-06-30 00:00:00.000
1276,35171.486304850056,660200427590.4775,31024153846.878517,2021-07-01 00:00:00.000
1277,33677.566235922626,629863895571.7473,29129630236.14075,2021-07-02 00:00:00.000
1278,33950.786555181,633684390025.5607,25084046353.169456,2021-07-03 00:00:00.000
1279,34729.89077801021,650382046624.6503,22986053604.70427,2021-07-04 00:00:00.000
1280,35394.213074080915,663571591568.1959,22727930417.748825,2021-07-05 00:00:00.000
1281,33928.13421837147,636061920914.8282,25894820184.74507,2021-07-06 00:00:00.000
1282,34149.98981477412,640405812761.686,26106856611.92326,2021-07-07 00:00:00.000
1283,33932.25463831538,636246944189.2604,23692220470.135063,2021-07-08 00:00:00.000
1284,32933.578199292395,617861633771.9894,29065577052.29722,2021-07-09 00:00:00.000
1285,33971.297749757956,637000370375.4657,24282108111.21572,2021-07-10 00:00:00.000
1286,33704.53847440508,632185737683.1548,20558304483.59407,2021-07-11 00:00:00.000
1287,34299.938016517444,643335853171.1349,17798828844.27227,2021-07-12 00:00:00.000
1288,33262.6543524462,623350567666.981,21683885320.611263,2021-07-13 00:00:00.000
1289,32676.38380096018,613002045101.37,19932531699.624603,2021-07-14 00:00:00.000
1290,32878.50187357147,616691143979.958,21779069066.445965,2021-07-15 00:00:00.000
1291,31726.038833909817,595342431373.8641,21557729227.284348,2021-07-16 00:00:00.000
1292,31399.653128682126,588495008675.5178,22671859962.66356,2021-07-17 00:00:00.000
1293,31588.6713510167,592581931071.2119,17715455994.789402,2021-07-18 00:00:00.000
1294,31919.393922554555,597872278369.1111,17742105807.895496,2021-07-19 00:00:00.000
1295,30928.211908849244,580252472382.7122,20095540828.295692,2021-07-20 00:00:00.000
1296,29971.903783612062,561743228116.5483,23000299061.896305,2021-07-21 00:00:00.000
1297,32383.78112696872,605357009416.7555,29070652059.995018,2021-07-22 00:00:00.000
1298,32409.499767175417,607621607805.3499,19741588059.45234,2021-07-23 00:00:00.000
1299,33455.55127272261,627747173675.4332,22937379734.633812,2021-07-24 00:00:00.000
1300,34213.59993217662,642012590040.6406,22120323672.367214,2021-07-25 00:00:00.000
1301,35456.124660766836,664681184168.7764,20929083220.53677,2021-07-26 00:00:00.000
1302,37281.91809217662,701921012034.6644,53550491997.72306,2021-07-27 00:00:00.000
1303,39076.59377063225,732311951673.3547,36401287454.43055,2021-07-28 00:00:00.000
1304,40031.19824444798,751371299910.5153,41369107422.717026,2021-07-29 00:00:00.000
1305,39977.75693922764,750407963580.4731,28717414113.01727,2021-07-30 00:00:00.000
1306,41936.261478677225,786531956383.648,35530501782.520935,2021-07-31 00:00:00.000
1307,41754.16660435275,784039345926.1898,28437941447.49927,2021-08-01 00:00:00.000
1308,39914.82975848789,747403845431.8284,28555173661.663795,2021-08-02 00:00:00.000
1309,39278.766508103676,737440183775.5553,28057528866.262108,2021-08-03 00:00:00.000
1310,38368.35401197897,720835141114.3336,28422901237.16951,2021-08-04 00:00:00.000
1311,39751.58457509862,747085951935.0547,27751046040.329308,2021-08-05 00:00:00.000
1312,40825.381940449704,768416417393.5968,38527930905.31518,2021-08-06 00:00:00.000
1313,42802.13717474142,803853127161.2805,40840608016.843094,2021-08-07 00:00:00.000
1314,44647.57760300116,838457486987.6113,42725276705.46515,2021-08-08 00:00:00.000
1315,43753.217862646314,821704814136.0109,39633218478.615295,2021-08-09 00:00:00.000
1316,46311.00189857689,861862844505.6104,42726733997.85781,2021-08-10 00:00:00.000
1317,45639.51401890709,854344953098.7552,35669862361.54627,2021-08-11 00:00:00.000
1318,45652.06012506926,857660568377.3856,35679832771.371475,2021-08-12 00:00:00.000
1319,44495.20979327958,836054770491.896,35838614930.04035,2021-08-13 00:00:00.000
1320,47717.27052766495,895084141168.7996,34320865037.164627,2021-08-14 00:00:00.000
1321,47088.85313451467,886593539912.8141,33294851810.64847,2021-08-15 00:00:00.000
1322,47025.00323011282,882888202377.7089,32863850458.005253,2021-08-16 00:00:00.000
1323,46031.75754362583,866391335029.3693,34221605780.00136,2021-08-17 00:00:00.000
1324,44534.454854219905,836777066605.9799,34488116651.18446,2021-08-18 00:00:00.000
1325,45015.46554608543,847143004614.999,34668999387.83819,2021-08-19 00:00:00.000
1326,46745.03462296988,867650725472.864,38434805722.952705,2021-08-20 00:00:00.000
1327,49195.87860189616,923013359587.4719,36497089236.87114,2021-08-21 00:00:00.000
1328,48933.689151311635,920750216465.3846,42147725293.165855,2021-08-22 00:00:00.000
1329,49250.54486971799,925630106451.4792,27110183703.24463,2021-08-23 00:00:00.000
1330,49518.57748790696,930729196214.2946,35800255386.41374,2021-08-24 00:00:00.000
1331,47940.6079149608,902489541307.5308,38387146174.87064,2021-08-25 00:00:00.000
1332,49002.70376627545,921328247353.5629,33517327123.555378,2021-08-26 00:00:00.000
1333,47229.070650876114,887832142450.1957,33774857002.92822,2021-08-27 00:00:00.000
1334,49083.10330586219,922969799298.9401,34607868773.39842,2021-08-28 00:00:00.000
1335,48936.537254142204,920017911098.7555,28491785397.365837,2021-08-29 00:00:00.000
1336,48907.27073106221,919515378468.8468,26244843557.507874,2021-08-30 00:00:00.000
1337,47124.25422469402,885729258052.6316,32326073271.91957,2021-08-31 00:00:00.000
1338,47335.42029920565,890014982634.8986,34868965959.24512,2021-09-01 00:00:00.000
1339,48823.05520964915,918058330851.4829,39060601275.21267,2021-09-02 00:00:00.000
1340,49338.78465183332,927323146557.2119,39362789535.46043,2021-09-03 00:00:00.000
1341,49934.5282762881,937295558515.289,42934455726.28852,2021-09-04 00:00:00.000
1342,50013.02994694588,940538655659.8085,36985805206.72937,2021-09-05 00:00:00.000
1343,51696.206431317885,971284117138.44,31765191430.17128,2021-09-06 00:00:00.000
1344,52739.800166345514,992868819862.2306,37532574716.902405,2021-09-07 00:00:00.000
1345,46995.16417095979,881943904968.6511,64010507329.271904,2021-09-08 00:00:00.000
1346,46085.02861578186,866885887154.3109,48151104381.084854,2021-09-09 00:00:00.000
1347,46518.94118660236,876179332243.7437,38581092903.84418,2021-09-10 00:00:00.000
